1.000000000000000000e+03,2.982645277818911200e+00,3.533592943547028575e+00,1.388856647769404162e+02
9.549925860214358408e+02,2.978723749092818451e+00,3.538238373692143668e+00,1.346649029465476417e+02
9.120108393559096385e+02,2.974744561434442325e+00,3.542963906748011205e+00,1.305702897217998384e+02
8.709635899560805683e+02,2.970708296939083670e+00,3.547769382715866282e+00,1.265994458819204453e+02
8.317637711026709439e+02,2.967003841681409959e+00,3.553031688097612495e+00,1.227836882467255322e+02
7.943282347242812875e+02,2.962853959222958355e+00,3.558000623445833455e+00,1.190496845801823866e+02
7.585775750291835493e+02,2.958643165707489420e+00,3.563055828301421535e+00,1.154271835900103866e+02
7.244359600749897936e+02,2.954372183568204857e+00,3.568197032189694085e+00,1.119141740397918454e+02
6.918309709189362593e+02,2.950482164993553980e+00,3.573850426878626863e+00,1.085425408734677859e+02
6.606934480075957481e+02,2.946091797388083133e+00,3.579167589544073103e+00,1.052390420389041594e+02
6.309573444801930009e+02,2.941637084461691476e+00,3.584577746125890307e+00,1.020340914864192001e+02
6.025595860743575258e+02,2.937487807222034064e+00,3.590435104224063867e+00,9.895252680901167253e+01
5.754399373371567208e+02,2.932908803347059390e+00,3.596030980292578949e+00,9.593892995645812505e+01
5.495408738576247742e+02,2.928262750193458164e+00,3.601725296810468269e+00,9.301515711011798260e+01
5.248074602497723617e+02,2.923956215669619052e+00,3.607906456204614809e+00,9.020635033245038414e+01
5.011872336272724624e+02,2.919181238156619340e+00,3.613797208219775126e+00,8.745714590827682855e+01
4.786300923226385748e+02,2.914336389568915386e+00,3.619792225233539718e+00,8.478980814326389748e+01
4.570881896148751480e+02,2.909868767692554758e+00,3.626317440334214659e+00,8.222976485599492946e+01
4.365158322401661053e+02,2.904890253668519495e+00,3.632520335306499870e+00,7.972168774069417907e+01
4.168693834703354923e+02,2.899838920695935851e+00,3.638833730259616761e+00,7.728821931324731054e+01
3.981071705534973830e+02,2.895206536069092174e+00,3.645724757490860224e+00,7.495505685821621000e+01
3.801893963205612863e+02,2.890016694042652379e+00,3.652258260466380246e+00,7.266688886917178536e+01
3.630780547701014029e+02,2.885102919556444157e+00,3.659246319124018321e+00,7.046445797700576463e+01
3.467368504525317121e+02,2.879767749286389567e+00,3.666011123923484050e+00,6.831203700045716687e+01
3.311311214825910838e+02,2.874729566924359325e+00,3.673256697311566565e+00,6.624131021734189062e+01
3.162277660168379043e+02,2.869245433173072790e+00,3.680262000135429812e+00,6.421655098004822548e+01
3.019951720402016235e+02,2.864080688558002574e+00,3.687775901989475802e+00,6.226968630206033595e+01
2.884031503126605571e+02,2.858443886022102642e+00,3.695031336698362701e+00,6.036498499608600099e+01
2.754228703338166042e+02,2.853150459717614940e+00,3.702824924596566092e+00,5.853460755753354050e+01
2.630267991895381670e+02,2.847357212370170032e+00,3.710340588707328635e+00,5.674281316303573419e+01
2.511886431509579438e+02,2.841933027098966669e+00,3.718425797619758999e+00,5.502198742444871016e+01
2.398832919019489793e+02,2.835979487498403007e+00,3.726212280217907846e+00,5.333637473994770062e+01
2.290867652767772427e+02,2.830422515809293493e+00,3.734601658409229863e+00,5.171857832610280781e+01
2.187761623949551790e+02,2.824304764362173259e+00,3.742670070145761585e+00,5.013282260480290375e+01
2.089296130854038722e+02,2.818613037203105520e+00,3.751376818035793370e+00,4.861192171165503595e+01
1.995262314968879025e+02,2.812327081368445114e+00,3.759738823396389762e+00,4.712007480789478819e+01
1.905460717963248385e+02,2.806498697196692760e+00,3.768776835228366373e+00,4.569030106729015017e+01
1.819700858609982674e+02,2.800040470614334254e+00,3.777444687279985391e+00,4.428676900335804589e+01
1.737800828749376194e+02,2.794073605282533901e+00,3.786828596036273975e+00,4.294269772680573993e+01
1.659586907437559944e+02,2.787438966806457863e+00,3.795815173878753779e+00,4.162221959548458727e+01
1.584893192461113927e+02,2.781331884436720525e+00,3.805560399878770816e+00,4.035874931932888643e+01
1.513561248436207052e+02,2.774516617052297462e+00,3.814879249054925481e+00,3.911637744242312920e+01
1.445439770745927888e+02,2.768267681820793413e+00,3.825002052429003818e+00,3.792871069099487613e+01
1.380384264602885196e+02,2.761267491421583564e+00,3.834667428571908232e+00,3.675979195917991404e+01
1.318256738556407299e+02,2.754875179761783421e+00,3.845184965453310788e+00,3.564341713838727799e+01
1.258925411794167388e+02,2.748054011110825812e+00,3.855564676551462178e+00,3.455233596612900726e+01
1.202264434617413116e+02,2.741148608408085163e+00,3.866142265560148950e+00,3.349424985548210287e+01
1.148153621496882977e+02,2.734158260057846679e+00,3.876922160498476266e+00,3.246816141906054298e+01
1.096478196143185073e+02,2.727082259189456348e+00,3.887908911792962385e+00,3.147310343221019124e+01
1.047128548050899610e+02,2.719919904107691799e+00,3.899107196481855109e+00,3.050813792068939279e+01
1.000000000000000000e+02,2.712670498780736850e+00,3.910521822615321330e+00,2.957235527646822248e+01
9.549925860214358408e+01,2.705333353348850167e+00,3.922157733844366945e+00,2.866487340032155018e+01
9.120108393559097237e+01,2.697907784648513996e+00,3.934020014202162852e+00,2.778483687028588278e+01
8.709635899560804262e+01,2.690393116781008676e+00,3.946113893113630144e+00,2.693141613576776905e+01
8.317637711026708303e+01,2.682788681607830572e+00,3.958444750535883294e+00,2.610380673413692065e+01
7.943282347242812591e+01,2.675093819483883362e+00,3.971018122522247396e+00,2.530122853533918814e+01
7.585775750291836061e+01,2.667307879674972515e+00,3.983839706718972362e+00,2.452292500271477493e+01
7.244359600749898220e+01,2.659430221125647531e+00,3.996915368409533986e+00,2.376816248258431585e+01
6.918309709189365719e+01,2.651460213091663132e+00,4.010251146678866618e+00,2.303622951218313375e+01
6.606934480075960892e+01,2.643397235779812782e+00,4.023853260840167145e+00,2.232643614831538059e+01
6.309573444801932851e+01,2.635240681081672420e+00,4.037728117215784174e+00,2.163811331753733569e+01
6.025595860743577958e+01,2.626989953294838642e+00,4.051882316190973832e+00,2.097061218531144533e+01
5.754399373371569482e+01,2.618644469893343540e+00,4.066322659611528501e+00,2.032330354460279054e+01
5.495408738576244900e+01,2.610203662384160239e+00,4.081056158574397408e+00,1.969557722379510167e+01
5.248074602497725749e+01,2.601666976915218754e+00,4.096090041329851772e+00,1.908684150839786042e+01
5.011872336272722350e+01,2.593033875119011178e+00,4.111431761749605229e+00,1.849652258351797585e+01
4.786300923226383475e+01,2.584303835338491062e+00,4.127089008502577983e+00,1.792406399796994165e+01
4.570881896148749490e+01,2.575476353396346063e+00,4.143069714219236310e+00,1.736892613742453051e+01
4.365158322401659063e+01,2.566550943190222256e+00,4.159382064919695310e+00,1.683058571118602131e+01
4.168693834703353218e+01,2.557527138205156980e+00,4.176034510690729284e+00,1.630853526600670023e+01
3.981071705534971272e+01,2.548404491982622311e+00,4.193035775907992146e+00,1.580228270071672014e+01
3.801893963205612437e+01,2.539182579625567371e+00,4.210394870861798644e+00,1.531135080807731086e+01
3.630780547701014171e+01,2.529860999831813118e+00,4.228121104359455096e+00,1.483527683510022577e+01
3.467368504525316553e+01,2.520439371040428256e+00,4.246224091745359530e+00,1.437361199095382780e+01
3.311311214825911264e+01,2.510917341054615726e+00,4.264713775263989426e+00,1.392592111902933105e+01
3.162277660168379612e+01,2.501294581818627627e+00,4.283600432082229403e+00,1.349178221355290219e+01
3.019951720402015738e+01,2.491570792191197814e+00,4.302894689955149232e+00,1.307078603970073694e+01
2.884031503126605855e+01,2.481745701341048882e+00,4.322607544104444699e+00,1.266253576817785387e+01
2.754228703338166184e+01,2.471819066054741221e+00,4.342750369576632963e+00,1.226664656103397633e+01
2.630267991895381741e+01,2.461790676127546096e+00,4.363334941365360820e+00,1.188274524788925746e+01
2.511886431509579509e+01,2.451660353815155347e+00,4.384373450235671044e+00,1.151046995421978103e+01
2.398832919019490006e+01,2.441427956037490521e+00,4.405878521804321934e+00,1.114946976641683563e+01
2.290867652767772356e+01,2.431093375711278703e+00,4.427863235808428222e+00,1.079940439848730982e+01
2.187761623949551648e+01,2.420656543522765602e+00,4.450341146747694765e+00,1.045994387217407251e+01
2.089296130854040001e+01,2.410117429711359893e+00,4.473326305594325980e+00,1.013076820619839680e+01
1.995262314968880091e+01,2.399476045825946979e+00,4.496833282606498727e+00,9.811567114136778400e+00
1.905460717963247319e+01,2.388732446652835684e+00,4.520877191486317059e+00,9.502039712215605505e+00
1.819700858609983385e+01,2.377886732177725726e+00,4.545473714842397150e+00,9.201894235606989270e+00
1.737800828749375270e+01,2.366939049656277660e+00,4.570639131102816499e+00,8.910847763507605990e+00
1.659586907437560299e+01,2.355889595728885233e+00,4.596390342912902938e+00,8.628625952255957188e+00
1.584893192461113287e+01,2.344738618696517118e+00,4.622744907210453391e+00,8.354962777011131436e+00
1.513561248436207940e+01,2.333486420852135090e+00,4.649721066991666873e+00,8.089600280975979274e+00
1.445439770745927355e+01,2.322133362822727420e+00,4.677337786486404525e+00,7.832288343551287113e+00
1.380384264602884414e+01,2.310679854864542193e+00,4.705614777475874533e+00,7.582784378196315345e+00
1.318256738556406660e+01,2.299126383838784093e+00,4.734572556954166345e+00,7.340853247647783242e+00
1.258925411794166749e+01,2.287473490382791574e+00,4.764232465956082407e+00,7.106266890795717828e+00
1.202264434617413080e+01,2.275721785023013588e+00,4.794616722697409905e+00,6.878804186133744558e+00
1.148153621496882870e+01,2.263871948511323673e+00,4.825748465168135048e+00,6.658250727460069740e+00
1.096478196143185002e+01,2.251924732881675606e+00,4.857651796958461610e+00,6.444398611536527710e+00
1.047128548050899610e+01,2.239880974291398541e+00,4.890351845339930392e+00,6.237046289072091021e+00
1.000000000000000000e+01,2.227741577630870218e+00,4.923874799633153998e+00,6.035998282523400427e+00
9.549925860214358408e+00,2.215507538926381415e+00,4.958247983127785474e+00,5.841065094076003383e+00
9.120108393559096527e+00,2.203179939373653529e+00,4.993499905614402046e+00,5.652062979620832373e+00
8.709635899560804972e+00,2.190759951389622096e+00,5.029660329214694414e+00,5.468813786058591475e+00
8.317637711026709013e+00,2.178248841982409978e+00,5.066760335973052420e+00,5.291144780480770748e+00
7.943282347242813124e+00,2.165647979045484117e+00,5.104832401921082230e+00,5.118888495741146016e+00
7.585775750291836594e+00,2.152958832073763151e+00,5.143910471256532446e+00,4.951882557547697239e+00
7.244359600749898931e+00,2.140182980417904002e+00,5.184030041213155471e+00,4.789969546088100216e+00
6.918309709189363055e+00,2.127322115842227301e+00,5.225228247622958122e+00,4.632996838668447914e+00
6.606934480075957516e+00,2.114378048242341102e+00,5.267543958450101371e+00,4.480816468638399996e+00
6.309573444801929831e+00,2.101352710672605983e+00,5.311017872689656194e+00,4.333284985175726689e+00
6.025595860743575116e+00,2.088248164702726228e+00,5.355692625847169985e+00,4.190263317790178021e+00
5.754399373371566817e+00,2.075066605979301926e+00,5.401612902355074297e+00,4.051616644918521359e+00
5.495408738576242236e+00,2.061810369993786196e+00,5.448825555411398014e+00,3.917214266482999641e+00
5.248074602497722729e+00,2.048481938056851526e+00,5.497379734758978564e+00,3.786929480288390604e+00
5.011872336272719330e+00,2.035083943477668189e+00,5.547327022957365905e+00,3.660639462136969779e+00
4.786300923226385784e+00,2.021619177944072643e+00,5.598721580734734360e+00,3.538225149542192582e+00
4.570881896148751622e+00,2.008090598099591784e+00,5.651620302045449407e+00,3.419571128931569781e+00
4.365158322401661017e+00,1.994501332292148321e+00,5.706082979483418249e+00,3.304565526183412150e+00
4.168693834703354639e+00,1.980854687521163005e+00,5.762172480779519823e+00,3.193099900493580723e+00
3.981071705534973137e+00,1.967154156510925622e+00,5.819954937081502244e+00,3.085069141315511132e+00
3.801893963205612792e+00,1.953403424930123977e+00,5.879499943823065955e+00,2.980371368381419028e+00
3.630780547701013550e+00,1.939606378711780099e+00,5.940880774982742807e+00,2.878907834651621034e+00
3.467368504525316641e+00,1.925767111441779589e+00,6.004174611583748877e+00,2.780582832096965440e+00
3.311311214825911176e+00,1.911889931773922635e+00,6.069462785317201181e+00,2.685303600213393427e+00
3.162277660168379079e+00,1.897979370819580236e+00,6.136831038199273003e+00,2.592980237166864210e+00
3.019951720402016093e+00,1.884040189451341440e+00,6.206369799198053983e+00,2.503525613470708233e+00
2.884031503126605944e+00,1.870077385447218132e+00,6.278174478781670231e+00,2.416855288095631327e+00
2.754228703338165829e+00,1.856096200390862316e+00,6.352345782348853831e+00,2.332887426916803619e+00
2.630267991895381297e+00,1.842102126227247894e+00,6.428990043499072549e+00,2.251542723399873935e+00
2.511886431509579687e+00,1.828100911358389036e+00,6.508219578083645374e+00,2.172744321430552183e+00
2.398832919019489918e+00,1.814098566145529778e+00,6.590153059945778935e+00,2.096417740191939938e+00
2.290867652767772267e+00,1.800101367665304819e+00,6.674915919204878811e+00,2.022490800994802829e+00
2.187761623949551648e+00,1.786115863546131166e+00,6.762640763863785764e+00,1.950893555965869552e+00
2.089296130854038758e+00,1.772148874701876986e+00,6.853467825422200121e+00,1.881558218519653547e+00
1.995262314968878847e+00,1.758207496900583200e+00,6.947545429128839878e+00,1.814419095747267230e+00
1.905460717963246120e+00,1.744299099465576042e+00,7.045030488384170120e+00,1.749412520494731949e+00
1.819700858609982541e+00,1.730431323938155019e+00,7.146089025314574350e+00,1.686476787734430660e+00
1.737800828749374471e+00,1.716612085733468351e+00,7.250896719167347015e+00,1.625552098950949986e+00
1.659586907437559544e+00,1.702849552147592371e+00,7.359639467282302228e+00,1.566580479011442373e+00
1.584893192461112710e+00,1.689152149363052358e+00,7.472513988054468648e+00,1.509505737864552888e+00
1.513561248436208651e+00,1.675528541388926929e+00,7.589728432448933582e+00,1.454273399119457633e+00
1.445439770745927888e+00,1.661987616082496455e+00,7.711503022768385840e+00,1.400830644169824168e+00
1.380384264602885214e+00,1.648538464661727598e+00,7.838070709186658824e+00,1.349126253812429566e+00
1.318256738556407459e+00,1.635190357926299853e+00,7.969677843537661843e+00,1.299110551924324009e+00
1.258925411794167504e+00,1.621952717504016039e+00,8.106584866672839951e+00,1.250735349470531554e+00
1.202264434617413169e+00,1.608835082367171321e+00,8.249067006241372013e+00,1.203953889451439885e+00
1.148153621496883048e+00,1.595847070315494554e+00,8.397414981001459111e+00,1.158720792655481446e+00
