1.000000000000000021e-03,1.145193836719453184e+00,3.623347432043988192e+03,1.265038035266346280e-03,1.265386748478869450e+00,2.289664003088857758e+00
1.047128548050898535e-03,1.145223950508704513e+00,3.460508891374917312e+03,1.324640237414434875e-03,1.265386739127050353e+00,2.289690148883241516e+00
1.096478196143182765e-03,1.145255481588877577e+00,3.304999291944982360e+03,1.387049746037290763e-03,1.265386728873985067e+00,2.289717525323303082e+00
1.148153621496883969e-03,1.145288496569094372e+00,3.156488777044369272e+03,1.452398705526667614e-03,1.265386717632869029e+00,2.289746190256570557e+00
1.202264434617413219e-03,1.145323065179790989e+00,3.014662335959988468e+03,1.520825472644132120e-03,1.265386705308548354e+00,2.289776204242306434e+00
1.258925411794166189e-03,1.145359260418105540e+00,2.879219135795442980e+03,1.592474907818235488e-03,1.265386691796713148e+00,2.289807630677915373e+00
1.318256738556404691e-03,1.145397158699942519e+00,2.749871883364167388e+03,1.667498680027450914e-03,1.265386676983014658e+00,2.289840535931156218e+00
1.380384264602886601e-03,1.145436840019038671e+00,2.626346215802042934e+03,1.746055585895586867e-03,1.265386660742111147e+00,2.289874989478468237e+00
1.445439770745927987e-03,1.145478388113314594e+00,2.508380118607019085e+03,1.828311883654393146e-03,1.265386642936600969e+00,2.289911064049630074e+00
1.513561248436207226e-03,1.145521890638832252e+00,2.395723369871149771e+03,1.914441642657704846e-03,1.265386623415859502e+00,2.289948835779024083e+00
1.584893192461111046e-03,1.145567439351846684e+00,2.288137009526515158e+03,2.004627109162051505e-03,1.265386602014832773e+00,2.289988384364106455e+00
1.659586907437563029e-03,1.145615130298863082e+00,2.185392832478686159e+03,2.099059089120319105e-03,1.265386578552525565e+00,2.290029793230500488e+00
1.737800828749376482e-03,1.145665064015742196e+00,2.087272904553312401e+03,2.197937348769207593e-03,1.265386552830587430e+00,2.290073149705394773e+00
1.819700858609982642e-03,1.145717345735640880e+00,1.993569100228412253e+03,2.301471033824976052e-03,1.265386524631602061e+00,2.290118545198386535e+00
1.905460717963244292e-03,1.145772085606477697e+00,1.904082661172279131e+03,2.409879108138648831e-03,1.265386493717262528e+00,2.290166075390702272e+00
1.995262314968874583e-03,1.145829398918268627e+00,1.818623774650408450e+03,2.523390812699426340e-03,1.265386459826371102e+00,2.290215840433024397e+00
2.089296130854040746e-03,1.145889406340769634e+00,1.737011170907233236e+03,2.642246145914144053e-03,1.265386422672639899e+00,2.290267945152310247e+00
2.187761623949551620e-03,1.145952234171866202e+00,1.659071738668707894e+03,2.766696366131344773e-03,1.265386381942297245e+00,2.290322499267991141e+00
2.290867652767769776e-03,1.146018014597180779e+00,1.584640157950033199e+03,2.897004517421197366e-03,1.265386337291448449e+00,2.290379617617961827e+00
2.398832919019485126e-03,1.146086885961367541e+00,1.513558549389850896e+03,3.033445979666099610e-03,1.265386288343189891e+00,2.290439420394767112e+00
2.511886431509582039e-03,1.146158993051619390e+00,1.445676139366938514e+03,3.176309044063213138e-03,1.265386234684458877e+00,2.290502033392471049e+00
2.630267991895381303e-03,1.146234487393871904e+00,1.380848940189169298e+03,3.325895515187308332e-03,1.265386175862562190e+00,2.290567588264598164e+00
2.754228703338163376e-03,1.146313527562275114e+00,1.318939444676284438e+03,3.482521340812243585e-03,1.265386111381396450e+00,2.290636222793686727e+00
2.884031503126599852e-03,1.146396279502469140e+00,1.259816334488760958e+03,3.646517270740232911e-03,1.265386040697293213e+00,2.290708081172899035e+00
3.019951720402019608e-03,1.146482916869221436e+00,1.203354201583987560e+03,3.818229545941844057e-03,1.265385963214458620e+00,2.290783314300162132e+00
3.162277660168378961e-03,1.146573621379199936e+00,1.149433282209074378e+03,3.998020619364894140e-03,1.265385878280065990e+00,2.290862080085716457e+00
3.311311214825907873e-03,1.146668583179033085e+00,1.097939202865763946e+03,4.186269909827030830e-03,1.265385785178699152e+00,2.290944543772687414e+00
3.467368504525309304e-03,1.146768001229952372e+00,1.048762737709003659e+03,4.383374590467651981e-03,1.265385683126451832e+00,2.291030878272548588e+00
