0.000000000000000000e+00,0.000000000000000000e+00
5.000000000000000278e-02,9.105642633094494787e-02
1.000000000000000056e-01,1.821013990256911130e-01
1.500000000000000222e-01,2.731206831763848819e-01
2.000000000000000111e-01,3.640970092705812511e-01
2.500000000000000000e-01,4.550100780445543447e-01
3.000000000000000444e-01,5.458365719985733833e-01
3.500000000000000333e-01,6.365501743717121297e-01
4.000000000000000222e-01,7.271215963385606607e-01
4.500000000000000111e-01,8.175186131476529505e-01
5.000000000000000000e-01,9.077061098710468290e-01
5.500000000000000444e-01,9.976461373759216711e-01
6.000000000000000888e-01,1.087297979062298969e+00
6.500000000000000222e-01,1.176618228835807800e+00
7.000000000000000666e-01,1.265560880701081636e+00
7.500000000000000000e-01,1.354077430270132165e+00
8.000000000000000444e-01,1.442116988381309639e+00
8.500000000000000888e-01,1.529626406918932258e+00
9.000000000000000222e-01,1.616550416812135182e+00
9.500000000000000666e-01,1.702831778074887170e+00
1.000000000000000000e+00,1.788411441628664722e+00
1.050000000000000044e+00,1.873228722526246726e+00
1.100000000000000089e+00,1.957221484070798878e+00
1.150000000000000133e+00,2.040326332200780968e+00
1.200000000000000178e+00,2.122478819389246762e+00
1.250000000000000000e+00,2.203613657188391084e+00
1.300000000000000044e+00,2.283664936437484361e+00
1.350000000000000089e+00,2.362566354047315187e+00
1.400000000000000133e+00,2.440251445177968215e+00
1.450000000000000178e+00,2.516653819540997539e+00
1.500000000000000000e+00,2.591707400483816315e+00
1.550000000000000044e+00,2.665346665453751207e+00
1.600000000000000089e+00,2.737506886393997085e+00
1.650000000000000133e+00,2.808124368594009379e+00
1.700000000000000178e+00,2.877136686503375618e+00
1.750000000000000000e+00,2.944482915021721769e+00
1.800000000000000044e+00,3.010103854797667733e+00
1.850000000000000089e+00,3.073942250107422058e+00
1.900000000000000133e+00,3.135942997937108512e+00
1.950000000000000178e+00,3.196053346963283470e+00
2.000000000000000000e+00,3.254223085210260713e+00
2.050000000000000266e+00,3.310404715261502595e+00
2.100000000000000089e+00,3.364553616012939230e+00
2.149999999999999911e+00,3.416628190077161786e+00
2.200000000000000178e+00,3.466589996077538594e+00
2.250000000000000000e+00,3.514403865208205691e+00
2.300000000000000266e+00,3.560038001577657596e+00
2.350000000000000089e+00,3.603464065997705301e+00
2.400000000000000355e+00,3.644657243025711146e+00
2.450000000000000178e+00,3.683596291210712081e+00
2.500000000000000000e+00,3.720263576635787661e+00
2.550000000000000266e+00,3.754645089983698725e+00
2.600000000000000089e+00,3.786730447482334228e+00
2.650000000000000355e+00,3.816512876206370919e+00
2.700000000000000178e+00,3.843989184323052033e+00
2.750000000000000000e+00,3.869159716969921892e+00
2.800000000000000266e+00,3.892028298541377662e+00
2.850000000000000089e+00,3.912602162237294845e+00
2.900000000000000355e+00,3.930891867791424410e+00
2.950000000000000178e+00,3.946911208347923417e+00
3.000000000000000000e+00,3.960677107494087856e+00
3.050000000000000266e+00,3.972209507482236113e+00
3.100000000000000089e+00,3.981531249688999630e+00
3.150000000000000355e+00,3.988667948362042193e+00
3.200000000000000178e+00,3.993647858696713460e+00
3.250000000000000000e+00,3.996501740266478198e+00
3.300000000000000266e+00,3.997262716804506066e+00
3.350000000000000089e+00,3.995966133298211709e+00
3.400000000000000355e+00,3.992649411316516961e+00
3.450000000000000178e+00,3.987351903441486378e+00
3.500000000000000000e+00,3.980114747623118454e+00
3.550000000000000266e+00,3.970980722218798942e+00
3.600000000000000089e+00,3.959994102419497342e+00
3.650000000000000355e+00,3.947200518702858041e+00
3.700000000000000178e+00,3.932646817890366631e+00
3.750000000000000000e+00,3.916380927323265038e+00
3.800000000000000266e+00,3.898451722608897718e+00
3.850000000000000089e+00,3.878908899328034732e+00
3.900000000000000355e+00,3.857802849034464465e+00
3.950000000000000178e+00,3.835184539820382099e+00
4.000000000000000000e+00,3.811105401667248316e+00
4.049999999999999822e+00,3.785617216749693537e+00
4.100000000000000533e+00,3.758772014812357565e+00
4.150000000000000355e+00,3.730621973694634885e+00
4.200000000000000178e+00,3.701219325037563568e+00
4.250000000000000000e+00,3.670616265169574177e+00
4.299999999999999822e+00,3.638864871134392942e+00
4.350000000000000533e+00,3.606017021794669652e+00
4.400000000000000355e+00,3.572124323918503208e+00
4.450000000000000178e+00,3.537238043133297261e+00
4.500000000000000000e+00,3.501409039612431773e+00
4.549999999999999822e+00,3.464687708343587413e+00
4.600000000000000533e+00,3.427123923814616724e+00
4.650000000000000355e+00,3.388766988943210823e+00
4.700000000000000178e+00,3.349665588067640698e+00
4.750000000000000000e+00,3.309867743811988117e+00
4.800000000000000711e+00,3.269420777635225761e+00
4.850000000000000533e+00,3.228371273872988834e+00
4.900000000000000355e+00,3.186765047081109081e+00
4.950000000000000178e+00,3.144647112492594321e+00
5.000000000000000000e+00,3.102061659403049010e+00
5.050000000000000711e+00,3.059052027304309807e+00
5.100000000000000533e+00,3.015660684591986662e+00
5.150000000000000355e+00,2.971929209678779049e+00
5.200000000000000178e+00,2.927898274352972674e+00
5.250000000000000000e+00,2.883607629229211433e+00
5.300000000000000711e+00,2.839096091146419809e+00
5.350000000000000533e+00,2.794401532376501240e+00
5.400000000000000355e+00,2.749560871515700278e+00
5.450000000000000178e+00,2.704610065939133445e+00
5.500000000000000000e+00,2.659584105707575752e+00
5.550000000000000711e+00,2.614517008823712629e+00
