1.000000000000000056e-01,1.650749393829490597e+00,1.473704534397560906e+01,5.682220492698210057e-01,6.311003031879976355e+00,2.968937438822682573e+00
1.047128548050898500e-01,1.663235465387316703e+00,1.436756423012632489e+01,5.922341242852160459e-01,6.304119963353822520e+00,2.981341272134291120e+00
1.096478196143185063e-01,1.676105746940165231e+00,1.401494854490455744e+01,6.171689263296434858e-01,6.296760392607202661e+00,2.994130969439602108e+00
1.148153621496881827e-01,1.689364900965302896e+00,1.367843365803374667e+01,6.430561925776020482e-01,6.288894118661682242e+00,3.007309815176251178e+00
1.202264434617413003e-01,1.703016963914044002e+00,1.335728673372480380e+01,6.699263816364978696e-01,6.280489379696910568e+00,3.020880103893752722e+00
1.258925411794166171e-01,1.717065316137251552e+00,1.305080543734990783e+01,6.978106958815231131e-01,6.271512961779678541e+00,3.034843104763425892e+00
1.318256738556407570e-01,1.731504501047137046e+00,1.275832410476655632e+01,7.267360554687531948e-01,6.261890021839305653e+00,3.049186600365715538e+00
1.380384264602883826e-01,1.746360969680930131e+00,1.247917428710694665e+01,7.567504835684735198e-01,6.251706329584816757e+00,3.063946982023129095e+00
1.445439770745927943e-01,1.761611441672648271e+00,1.221276038631868666e+01,7.878723797450205568e-01,6.240804049784047791e+00,3.079084869897568133e+00
1.513561248436207096e-01,1.777264619703149195e+00,1.195848208712200567e+01,8.201413640272369188e-01,6.229186730059120158e+00,3.094609644808784754e+00
1.584893192461114264e-01,1.793320279320833377e+00,1.171577163954610512e+01,8.535928950529106940e-01,6.216817206906917193e+00,3.110517123619087165e+00
1.659586907437559655e-01,1.809777616612957329e+00,1.148408593878422757e+01,8.882634433543512564e-01,6.203658605507905044e+00,3.126802316371500634e+00
1.737800828749376247e-01,1.826634747767934996e+00,1.126290389050802432e+01,9.241903842691981952e-01,6.189673897463204177e+00,3.143458631462101138e+00
1.819700858609982486e-01,1.843889815028633583e+00,1.105172934847372623e+01,9.614123865521627677e-01,6.174828014411555266e+00,3.160479683174695964e+00
1.905460717963248229e-01,1.861539893861981154e+00,1.085008670723564705e+01,9.999690968698652371e-01,6.159086329298506080e+00,3.177857545884283041e+00
1.995262314968878903e-01,1.879581751097258779e+00,1.065752245497556139e+01,1.039901445468494945e+00,6.142416226640420973e+00,3.195583986384705977e+00
2.089296130854040867e-01,1.898011623557737559e+00,1.047360372512685700e+01,1.081251607061468167e+00,6.124786958671575299e+00,3.213650125800592061e+00
2.187761623949552037e-01,1.916825359484320090e+00,1.029791786084099137e+01,1.124063105164544663e+00,6.106170141775293381e+00,3.232046674988689805e+00
2.290867652767769880e-01,1.936018452328454709e+00,1.013007173623446988e+01,1.168380868260292083e+00,6.086539987142126407e+00,3.250764000313953517e+00
2.398832919019490140e-01,1.955586167920121410e+00,9.969691176155073720e+00,1.214251354182223741e+00,6.065873673967535851e+00,3.269792324320338395e+00
2.511886431509576800e-01,1.975523309217648071e+00,9.816419764870659037e+00,1.261722457987223267e+00,6.044151118239928344e+00,3.289121383426648837e+00
2.630267991895381408e-01,1.995825420919574711e+00,9.669919174013214658e+00,1.310844523937297890e+00,6.021358441918217785e+00,3.308742163636299249e+00
2.754228703338163498e-01,2.016485422729929144e+00,9.529867277054600905e+00,1.361667296686906559e+00,5.997476244430056447e+00,3.328642203193771465e+00
2.884031503126605611e-01,2.037498770262470948e+00,9.395958230523403287e+00,1.414244898892055735e+00,5.972498670656324116e+00,3.348812758698108905e+00
3.019951720402013207e-01,2.058860101129278419e+00,9.267901474719620225e+00,1.468632724379883792e+00,5.946420643932303740e+00,3.369244146214378954e+00
3.162277660168379412e-01,2.080563329632577396e+00,9.145420862172988663e+00,1.524887520273668029e+00,5.919238430310969967e+00,3.389925899554202537e+00
3.311311214825907734e-01,2.102602623409422389e+00,9.028254150794525756e+00,1.583068466202462110e+00,5.890953094150724212e+00,3.410848104031090067e+00
3.467368504525317197e-01,2.124971968800036581e+00,8.916151953188956369e+00,1.643236893366534668e+00,5.861569149041143234e+00,3.432000782520900906e+00
3.630780547701010219e-01,2.147665291557721901e+00,8.808877315559811905e+00,1.705456461102313970e+00,5.831094634018839429e+00,3.453374070015154729e+00
3.801893963205613125e-01,2.170676331777849910e+00,8.706204756077578821e+00,1.769793205408686232e+00,5.799540966491367300e+00,3.474958023533103901e+00
3.981071705534968697e-01,2.193998276367572053e+00,8.607919517765040496e+00,1.836315185239562053e+00,5.766921682616952261e+00,3.496742142463933334e+00
4.168693834703354750e-01,2.217625587573933910e+00,8.513817284347213743e+00,1.905095083541561873e+00,5.733258378360488905e+00,3.518717712619685134e+00
4.365158322401656021e-01,2.241550163914178828e+00,8.423702636310006042e+00,1.976205288876215382e+00,5.698568338544581557e+00,3.540872847343682128e+00
4.570881896148752399e-01,2.265765073419545139e+00,8.337389153863430380e+00,2.049723086685155238e+00,5.662876777769486836e+00,3.563197279489415337e+00
4.786300923226379789e-01,2.290262516398020143e+00,8.254698285458855977e+00,2.125728174166102935e+00,5.626210466052979697e+00,3.585679723727818846e+00
5.011872336272724660e-01,2.315033867237469067e+00,8.175458927508607587e+00,2.204302775865276676e+00,5.588597705561951123e+00,3.608307954202157664e+00
5.248074602497723173e-01,2.340071280833860623e+00,8.099506693570589277e+00,2.285534713267331597e+00,5.550074021062859408e+00,3.631070728915628987e+00
5.495408738576248453e-01,2.365365275730903605e+00,8.026684424832930986e+00,2.369513134081081329e+00,5.510672238113080823e+00,3.653954929934521534e+00
5.754399373371567039e-01,2.390903349103812303e+00,7.956838417148289544e+00,2.456327550202657584e+00,5.470424280891664104e+00,3.676943636510582536e+00
6.025595860743581111e-01,2.416676598784233132e+00,7.889822086373216692e+00,2.546078283511086227e+00,5.429374997186346974e+00,3.700024418994598996e+00
6.309573444801930275e-01,2.442672098986378604e+00,7.825492657976700350e+00,2.638864231250689585e+00,5.387562960898163666e+00,3.723179950633348056e+00
6.606934480075964400e-01,2.468876729569609019e+00,7.763711566002158726e+00,2.734789820928225978e+00,5.345031409911752185e+00,3.746392655842139874e+00
6.918309709189363055e-01,2.495276591085754614e+00,7.704345358619863582e+00,2.833963448233920435e+00,5.301824119915755418e+00,3.769644153048081314e+00
7.244359600749891159e-01,2.521855692680227801e+00,7.647262248361254677e+00,2.936497033462058148e+00,5.257987129991108510e+00,3.792913396473657439e+00
